22.0 ,22.8 ,0.0 ,,,,
16.8 ,22.6 ,0.0 ,,,,
12.0 ,23.0 ,0.0 ,,,,
10.0 ,23.2 ,0.0 ,,,,
12.5 ,22.0 ,0.0 ,,,,
16.5 ,19.2 ,0.0 ,,,,
21.0 ,16.0 ,0.0 ,,,,
25.0 ,13.5 ,0.0 ,,,,
29.0 ,11.0 ,0.0 ,,,,
32.0 ,9.0 ,0.0 ,,,,
34.0 ,7.0 ,0.0 ,,,,
34.0 ,7.0 ,-5.0 ,,,,
36.00,37.00,-5.0 ,33 ,18 ,,
36.00,37.00,0.0 ,,,,
34.50,38.01,0.0 ,,,,
32.39,39.54,0.0 ,,,,
29.93,41.18,0.0 ,,,,
27.38,42.47,0.0 ,,,,
25.00,43.00,0.0 ,,,,
22.45,42.66,0.0 ,,,,
19.54,41.75,0.0 ,,,,
16.82,40.41,0.0 ,,,,
14.79,38.78,0.0 ,,,,
14.00,37.00,0.0 ,,,,
14.79,34.98,0.0 ,,,,
16.82,32.63,0.0 ,,,,
19.54,30.09,0.0 ,,,,
22.45,27.50,0.0 ,,,,
25.00,25.00,0.0 ,,,,
27.55,22.50,0.0 ,,,,
30.46,19.91,0.0 ,,,,
33.18,17.37,0.0 ,,,,
35.21,15.02,0.0 ,,,,
36.00,13.00,0.0 ,,,,
35.21,11.22,0.0 ,,,,
33.18,9.59,0.0 ,,,,
30.46,8.25,0.0 ,,,,
27.55,7.34,0.0 ,,,,
25.00,7.00,0.0 ,,,,
22.62,7.53,0.0 ,,,,
20.07,8.82,0.0 ,,,,
17.61,10.46,0.0 ,,,,
15.50,11.99,0.0 ,,,,
14.00,13.00,0.0 ,,,,
14.00,13.00,-5.0 ,,,,
10.0 ,43.0 ,-5.0 ,8 ,19 ,,
10.0 ,43.0 ,0.0 ,,,,
40.0 ,43.0 ,0.0 ,,,,
40.0 ,43.0 ,-5.0 ,,,,
25.0 ,43.0 ,-5.0 ,,,,
25.0 ,43.0 ,0.0 ,,,,
25.0 ,7.0 ,0.0 ,,,,
25.0 ,7.0 ,-5.0 ,,,,
10.0,43.0,-5.0,20,20,,
10.0,43.0,0.0,,,,
10.0,38.0,0.0,,,,
10.0,33.0,0.0,,,,
10.0,28.0,0.0,,,,
10.0,23.0,0.0,,,,
10.0,17.5,0.0,,,,
12.7,12.7,0.0,,,,
17.0,9.1,0.0,,,,
22.2,7.2,0.0,,,,
27.8,7.2,0.0,,,,
33.0,9.1,0.0,,,,
37.3,12.7,0.0,,,,
40.0,17.5,0.0,,,,
40.0,23.0,0.0,,,,
40.0,28.0,0.0,,,,
40.0,33.0,0.0,,,,
40.0,38.0,0.0,,,,
40.0,43.0,0.0,,,,
40.0,43.0,-5.0,,,,
10.0 ,43.0 ,-5.0 ,5 ,21 ,,
10.0 ,43.0 ,0.0 ,,,,
25.0 ,7.0 ,0.0 ,,,,
40.0 ,43.0 ,0.0 ,,,,
40.0 ,43.0 ,-5.0 ,,,,
10.0 ,43.0 ,-5.0 ,7 ,22 ,,
10.0 ,43.0 ,0.0 ,,,,
17.5 ,7.0 ,0.0 ,,,,
25.0 ,43.0 ,0.0 ,,,,
32.5 ,7.0 ,0.0 ,,,,
40.0 ,43.0 ,0.0 ,,,,
40.0 ,43.0 ,-5.0 ,,,,
10.0 ,43.0 ,-5.0 ,8 ,23 ,,
10.0 ,43.0 ,0.0 ,,,,
40.0 ,7.0 ,0.0 ,,,,
40.0 ,7.0 ,-5.0 ,,,,
10.0 ,7.0 ,-5.0 ,,,,
10.0 ,7.0 ,0.0 ,,,,
40.0 ,43.0 ,0.0 ,,,,
40.0 ,43.0 ,-5.0 ,,,,
10.0 ,43.0 ,-5.0 ,9 ,24 ,,
10.0 ,43.0 ,0.0 ,,,,
25.0 ,30.0 ,0.0 ,,,,
40.0 ,43.0 ,0.0 ,,,,
40.0 ,43.0 ,-5.0 ,,,,
25.0 ,30.0 ,-5.0 ,,,,
25.0 ,30.0 ,0.0 ,,,,
25.0 ,7.0 ,0.0 ,,,,
25.0 ,7.0 ,-5.0 ,,,,
10.0 ,43.0 ,-5.0 ,10 ,25 ,,
10.0 ,43.0 ,0.0 ,,,,
40.0 ,43.0 ,0.0 ,,,,
10.0 ,7.0 ,0.0 ,,,,
40.0 ,7.0 ,0.0 ,,,,
40.0 ,7.0 ,-5.0 ,,,,
20.0 ,25.0 ,-5.0 ,,,,
20.0 ,25.0 ,0.0 ,,,,
30.0 ,25.0 ,0.0 ,,,,
30.0 ,25.0 ,-5.0 ,,,,
